Customer_ID,Age,Gender,Marital_Status,State,Product_Category,Order_Date,Orders,Amount
956,31,M,Married,Karnataka,Food,2023-03-27,5,45528
957,43,M,Married,Karnataka,Food,2023-03-27,1,1418
958,62,F,Married,Delhi,Home,2023-03-28,7,15602
959,44,F,Single,Haryana,Clothing,2023-03-28,3,5247
960,26,M,Single,Karnataka,Food,2023-03-28,7,30775
961,43,M,Single,Delhi,Home,2023-03-28,5,43063
962,64,M,Single,Maharashtra,Home,2023-03-28,3,28071
963,39,F,Single,Maharashtra,Electronics,2023-03-28,6,22465
964,64,F,Married,Haryana,Electronics,2023-03-28,1,9067
965,47,M,Married,Haryana,Clothing,2023-03-28,6,41134
966,60,F,Married,Haryana,Home,2023-03-28,4,24507
967,65,F,Married,Haryana,Electronics,2023-03-28,4,7050
968,34,F,Single,Karnataka,Clothing,2023-03-28,5,42868
969,43,F,Single,Karnataka,Food,2023-03-29,9,18987
970,53,F,Married,Delhi,Electronics,2023-03-29,1,31694
971,18,F,Married,Karnataka,Clothing,2023-03-29,3,22519
972,25,F,Single,Maharashtra,Electronics,2023-03-29,4,22800
973,66,M,Single,Delhi,Food,2023-03-29,2,25092
974,52,M,Single,Karnataka,Food,2023-03-29,9,33700
975,69,M,Married,Haryana,Electronics,2023-03-29,7,33504
976,32,M,Married,Karnataka,Food,2023-03-29,1,806
977,64,M,Single,Uttar Pradesh,Clothing,2023-03-29,9,13220
978,39,M,Single,Delhi,Electronics,2023-03-29,6,33291
979,31,M,Married,Karnataka,Electronics,2023-03-29,2,44769
980,43,M,Married,Karnataka,Food,2023-03-30,1,42473
981,45,M,Married,Maharashtra,Clothing,2023-03-30,6,34783
982,40,F,Married,Haryana,Electronics,2023-03-30,7,17835
983,31,F,Single,Haryana,Electronics,2023-03-30,6,5907
984,41,M,Single,Maharashtra,Food,2023-03-30,7,914
985,19,F,Single,Maharashtra,Food,2023-03-30,6,38116
986,62,F,Married,Uttar Pradesh,Clothing,2023-03-30,8,26499
987,43,M,Married,Delhi,Clothing,2023-03-30,2,5471
988,31,M,Married,Haryana,Food,2023-03-30,9,15645
989,68,M,Single,Maharashtra,Clothing,2023-03-30,9,5485
990,24,F,Single,Maharashtra,Home,2023-03-30,9,24853
991,20,F,Single,Delhi,Home,2023-03-31,7,8150
992,64,M,Married,Maharashtra,Food,2023-03-31,9,22254
993,40,F,Married,Uttar Pradesh,Electronics,2023-03-31,1,13464
994,63,F,Single,Delhi,Food,2023-03-31,3,43907
995,60,F,Married,Uttar Pradesh,Food,2023-03-31,2,32072
996,64,M,Single,Karnataka,Food,2023-03-31,1,23405
997,62,F,Single,Haryana,Electronics,2023-03-31,5,28267
998,35,F,Single,Maharashtra,Home,2023-03-31,1,22341
999,55,F,Single,Delhi,Clothing,2023-03-31,3,17333
1000,52,F,Married,Uttar Pradesh,Home,2023-03-31,6,44395
1001,68,F,Married,Haryana,Clothing,2023-03-31,6,40596
1002,32,F,Married,Haryana,Clothing,2023-03-31,3,28252
1003,42,F,Married,Maharashtra,Food,2023-04-01,4,13637
1004,54,M,Married,Haryana,Food,2023-04-01,7,23512
1005,45,M,Married,Maharashtra,Clothing,2023-04-01,6,13208
1006,27,F,Single,Karnataka,Electronics,2023-04-01,2,15551
1007,56,M,Married,Maharashtra,Electronics,2023-04-01,9,27675
1008,34,F,Married,Uttar Pradesh,Electronics,2023-04-01,6,19835
1009,56,F,Married,Haryana,Electronics,2023-04-01,2,45178
1010,39,F,Single,Haryana,Food,2023-04-01,7,2037
1011,43,M,Married,Haryana,Home,2023-04-01,4,36436
1012,61,F,Single,Maharashtra,Home,2023-04-01,1,6187
1013,42,F,Married,Delhi,Clothing,2023-04-01,9,16852
1014,34,M,Married,Maharashtra,Electronics,2023-04-02,8,41071
1015,30,M,Married,Uttar Pradesh,Food,2023-04-02,5,41644
1016,37,F,Single,Maharashtra,Food,2023-04-02,3,34724
1017,42,M,Single,Haryana,Food,2023-04-02,4,34762
1018,21,M,Married,Karnataka,Clothing,2023-04-02,3,5560
1019,27,F,Married,Uttar Pradesh,Food,2023-04-02,8,28481
1020,20,F,Married,Karnataka,Clothing,2023-04-02,5,9979
1021,58,F,Single,Uttar Pradesh,Clothing,2023-04-02,8,30023
1022,62,M,Single,Uttar Pradesh,Clothing,2023-04-02,1,27314
1023,35,M,Married,Haryana,Clothing,2023-04-02,9,10565
1024,64,M,Single,Maharashtra,Food,2023-04-02,3,35018
1025,53,F,Single,Haryana,Food,2023-04-03,1,26320
1026,64,M,Single,Haryana,Home,2023-04-03,3,10938
1027,39,M,Single,Haryana,Food,2023-04-03,2,23371
1028,51,F,Married,Karnataka,Electronics,2023-04-03,7,49825
1029,64,F,Married,Uttar Pradesh,Electronics,2023-04-03,4,37580
1030,25,F,Single,Delhi,Clothing,2023-04-03,7,20161
1031,57,M,Single,Maharashtra,Clothing,2023-04-03,3,18905
1032,66,F,Single,Haryana,Clothing,2023-04-03,6,1896
1033,61,M,Married,Uttar Pradesh,Home,2023-04-03,7,673
1034,36,M,Married,Maharashtra,Clothing,2023-04-03,7,44854
1035,59,F,Single,Delhi,Home,2023-04-03,5,16413
1036,58,F,Single,Delhi,Clothing,2023-04-04,6,24435
1037,54,F,Single,Haryana,Electronics,2023-04-04,3,11580
1038,23,F,Single,Delhi,Clothing,2023-04-04,4,48040
1039,69,F,Married,Delhi,Food,2023-04-04,6,35514
1040,43,M,Married,Maharashtra,Clothing,2023-04-04,3,19962
1041,51,M,Married,Maharashtra,Food,2023-04-04,7,34967
1042,62,M,Married,Haryana,Food,2023-04-04,3,15463
1043,23,F,Married,Uttar Pradesh,Food,2023-04-04,9,19975
1044,54,M,Married,Haryana,Food,2023-04-04,4,20668
1045,50,F,Single,Karnataka,Home,2023-04-04,2,2344
1046,39,F,Single,Delhi,Home,2023-04-04,6,39665
1047,38,M,Married,Uttar Pradesh,Clothing,2023-04-05,9,46153
1048,23,M,Married,Maharashtra,Clothing,2023-04-05,2,49376
1049,23,F,Married,Karnataka,Home,2023-04-05,4,40788
1050,65,M,Single,Karnataka,Clothing,2023-04-05,5,10442
1051,21,F,Single,Delhi,Clothing,2023-04-05,9,34160
1052,47,M,Single,Maharashtra,Home,2023-04-05,7,8906
1053,28,M,Single,Uttar Pradesh,Home,2023-04-05,5,20313
1054,47,M,Married,Maharashtra,Clothing,2023-04-05,6,13671
1055,48,M,Single,Delhi,Home,2023-04-05,9,23629
1056,41,M,Married,Karnataka,Electronics,2023-04-05,4,30803
1057,26,F,Single,Delhi,Food,2023-04-05,2,20528
1058,20,M,Single,Haryana,Food,2023-04-06,5,27691
1059,68,M,Single,Karnataka,Electronics,2023-04-06,7,22223
1060,48,M,Single,Delhi,Electronics,2023-04-06,4,17489
1061,57,F,Married,Uttar Pradesh,Clothing,2023-04-06,1,47940
1062,54,F,Married,Uttar Pradesh,Clothing,2023-04-06,8,16812
1063,53,F,Married,Uttar Pradesh,Food,2023-04-06,5,33003
1064,41,F,Married,Haryana,Clothing,2023-04-06,2,29900
1065,48,F,Married,Maharashtra,Food,2023-04-06,3,40311
1066,23,M,Married,Uttar Pradesh,Clothing,2023-04-06,5,18061
1067,19,M,Married,Haryana,Clothing,2023-04-06,4,45906
1068,37,M,Single,Uttar Pradesh,Food,2023-04-06,9,22065
1069,45,F,Married,Haryana,Electronics,2023-04-07,9,18367
1070,28,F,Single,Uttar Pradesh,Electronics,2023-04-07,8,30121
1071,21,M,Married,Maharashtra,Clothing,2023-04-07,2,21169
1072,32,F,Single,Delhi,Electronics,2023-04-07,5,24197
1073,23,F,Married,Uttar Pradesh,Clothing,2023-04-07,8,10237
1074,66,F,Single,Delhi,Home,2023-04-07,8,32535
1075,47,M,Married,Uttar Pradesh,Home,2023-04-07,7,47221
1076,55,M,Married,Maharashtra,Home,2023-04-07,4,48687
1077,68,F,Married,Delhi,Electronics,2023-04-07,3,10188
1078,19,F,Married,Haryana,Electronics,2023-04-07,8,13474
1079,32,F,Single,Uttar Pradesh,Food,2023-04-07,8,25148
1080,28,F,Married,Uttar Pradesh,Electronics,2023-04-07,5,38626
1081,25,M,Married,Haryana,Clothing,2023-04-08,3,23443
1082,43,F,Single,Maharashtra,Food,2023-04-08,5,29112
1083,68,M,Married,Karnataka,Electronics,2023-04-08,4,43686
1084,62,M,Single,Uttar Pradesh,Food,2023-04-08,8,43076
1085,61,M,Single,Haryana,Electronics,2023-04-08,2,15083
1086,22,F,Married,Karnataka,Clothing,2023-04-08,8,21686
1087,23,M,Married,Uttar Pradesh,Home,2023-04-08,6,26063
1088,43,M,Single,Delhi,Home,2023-04-08,4,27191
1089,21,F,Married,Haryana,Clothing,2023-04-08,3,2091
1090,36,F,Single,Delhi,Food,2023-04-08,5,15958
1091,37,F,Married,Maharashtra,Home,2023-04-08,6,6401
1092,50,M,Married,Karnataka,Electronics,2023-04-09,1,41347
1093,37,F,Single,Haryana,Electronics,2023-04-09,1,42047
1094,66,M,Married,Uttar Pradesh,Food,2023-04-09,3,9534
1095,29,M,Married,Uttar Pradesh,Food,2023-04-09,2,36917
1096,64,F,Married,Karnataka,Clothing,2023-04-09,1,28692
1097,18,M,Single,Delhi,Home,2023-04-09,8,15616
1098,43,M,Married,Delhi,Food,2023-04-09,1,18449
1099,31,M,Single,Haryana,Home,2023-04-09,8,36197
1100,55,M,Married,Haryana,Home,2023-04-09,5,33989
1101,54,F,Single,Delhi,Electronics,2023-04-09,4,2304
1102,28,M,Married,Haryana,Food,2023-04-09,8,13111
1103,53,F,Married,Delhi,Clothing,2023-04-10,8,1154
1104,30,M,Single,Karnataka,Food,2023-04-10,8,8836
1105,60,M,Married,Haryana,Home,2023-04-10,3,48377
1106,20,F,Single,Delhi,Electronics,2023-04-10,8,43156
1107,50,M,Married,Haryana,Food,2023-04-10,1,23337
1108,23,M,Single,Uttar Pradesh,Food,2023-04-10,4,13729
1109,67,M,Married,Uttar Pradesh,Food,2023-04-10,5,27787
1110,27,M,Single,Maharashtra,Clothing,2023-04-10,6,17776
1111,22,M,Married,Delhi,Clothing,2023-04-10,5,27640
1112,40,M,Single,Maharashtra,Clothing,2023-04-10,5,4790
1113,27,F,Single,Delhi,Clothing,2023-04-10,5,28630
1114,61,F,Married,Haryana,Electronics,2023-04-11,9,28622
1115,19,F,Single,Delhi,Electronics,2023-04-11,3,47167
1116,30,M,Single,Uttar Pradesh,Clothing,2023-04-11,2,38181
1117,57,M,Married,Haryana,Home,2023-04-11,2,24220
1118,19,M,Married,Uttar Pradesh,Clothing,2023-04-11,8,44236
1119,37,F,Married,Haryana,Clothing,2023-04-11,5,7850
1120,18,M,Married,Delhi,Home,2023-04-11,5,42596
1121,54,F,Married,Delhi,Food,2023-04-11,6,3023
1122,26,M,Married,Uttar Pradesh,Home,2023-04-11,9,34928
1123,34,M,Single,Karnataka,Home,2023-04-11,7,8130
1124,26,M,Single,Delhi,Electronics,2023-04-11,5,5012
1125,28,F,Single,Karnataka,Food,2023-04-12,5,35126
1126,32,M,Married,Haryana,Home,2023-04-12,9,25786
1127,41,F,Married,Karnataka,Clothing,2023-04-12,9,8829
1128,55,M,Single,Uttar Pradesh,Home,2023-04-12,2,12252
1129,52,M,Single,Maharashtra,Electronics,2023-04-12,7,11548
1130,47,F,Married,Maharashtra,Home,2023-04-12,1,40603
1131,48,M,Single,Uttar Pradesh,Clothing,2023-04-12,4,14571
1132,66,M,Married,Maharashtra,Food,2023-04-12,2,17617
1133,22,M,Married,Uttar Pradesh,Electronics,2023-04-12,9,7020
1134,61,M,Single,Delhi,Food,2023-04-12,6,41854
1135,67,F,Married,Karnataka,Electronics,2023-04-12,4,5791
1136,31,F,Married,Maharashtra,Clothing,2023-04-13,3,19401
1137,28,M,Married,Delhi,Electronics,2023-04-13,4,15606
1138,26,M,Married,Maharashtra,Food,2023-04-13,2,36595
1139,51,F,Single,Haryana,Food,2023-04-13,5,32923
1140,29,M,Married,Uttar Pradesh,Home,2023-04-13,9,6624
1141,52,F,Married,Uttar Pradesh,Food,2023-04-13,6,13931
1142,52,M,Single,Delhi,Home,2023-04-13,2,46363
1143,18,F,Married,Haryana,Food,2023-04-13,6,49448
1144,57,F,Married,Karnataka,Home,2023-04-13,9,33514
1145,39,F,Single,Haryana,Clothing,2023-04-13,4,22208
1146,46,F,Single,Haryana,Home,2023-04-13,1,8087
1147,25,M,Married,Karnataka,Food,2023-04-14,2,3638
1148,28,M,Married,Karnataka,Clothing,2023-04-14,5,49993
1149,58,F,Single,Haryana,Electronics,2023-04-14,7,31564
1150,54,F,Married,Maharashtra,Food,2023-04-14,8,47495
1151,31,F,Married,Maharashtra,Home,2023-04-14,3,28844
1152,47,F,Married,Haryana,Electronics,2023-04-14,9,2934
1153,52,M,Single,Maharashtra,Home,2023-04-14,2,49993
1154,38,F,Married,Karnataka,Electronics,2023-04-14,4,16991
1155,54,F,Single,Karnataka,Clothing,2023-04-14,4,40088
1156,22,F,Single,Maharashtra,Food,2023-04-14,6,21977
1157,36,F,Single,Karnataka,Clothing,2023-04-14,6,46881
1158,31,F,Single,Uttar Pradesh,Food,2023-04-14,3,38494
1159,43,F,Married,Karnataka,Electronics,2023-04-15,9,8302
1160,21,F,Single,Haryana,Clothing,2023-04-15,5,13372
1161,42,M,Married,Delhi,Food,2023-04-15,2,11216
1162,62,F,Single,Maharashtra,Electronics,2023-04-15,6,28607
1163,59,F,Single,Maharashtra,Clothing,2023-04-15,3,11052
1164,42,F,Married,Karnataka,Clothing,2023-04-15,8,13965
1165,35,M,Single,Karnataka,Clothing,2023-04-15,3,6420
1166,57,M,Single,Delhi,Clothing,2023-04-15,5,42068
1167,25,M,Married,Delhi,Home,2023-04-15,4,5968
1168,56,F,Single,Haryana,Electronics,2023-04-15,4,15625
1169,57,F,Single,Uttar Pradesh,Home,2023-04-15,2,14577
1170,31,F,Single,Haryana,Electronics,2023-04-16,8,27717
1171,49,M,Married,Maharashtra,Electronics,2023-04-16,3,40964
1172,68,F,Single,Karnataka,Electronics,2023-04-16,4,43807
1173,55,M,Married,Haryana,Food,2023-04-16,6,3239
1174,50,M,Married,Karnataka,Electronics,2023-04-16,9,14345
1175,40,M,Married,Karnataka,Clothing,2023-04-16,4,5560
1176,32,M,Single,Haryana,Home,2023-04-16,3,25361
1177,50,M,Single,Haryana,Clothing,2023-04-16,5,11162
1178,42,F,Single,Delhi,Clothing,2023-04-16,9,9185
1179,34,F,Single,Uttar Pradesh,Home,2023-04-16,1,17901
1180,50,M,Married,Delhi,Clothing,2023-04-16,5,3990
1181,64,F,Married,Uttar Pradesh,Food,2023-04-17,4,3314
1182,19,F,Single,Haryana,Clothing,2023-04-17,5,43449
1183,31,M,Single,Uttar Pradesh,Clothing,2023-04-17,7,47948
1184,57,M,Married,Maharashtra,Home,2023-04-17,7,38182
1185,57,F,Single,Delhi,Clothing,2023-04-17,7,11058
1186,68,F,Single,Delhi,Home,2023-04-17,1,14153
1187,56,F,Single,Delhi,Electronics,2023-04-17,9,44910
1188,68,F,Single,Karnataka,Electronics,2023-04-17,7,26732
1189,23,M,Single,Karnataka,Food,2023-04-17,4,27818
1190,23,F,Single,Haryana,Home,2023-04-17,4,42094
1191,20,M,Married,Haryana,Home,2023-04-17,2,29116
1192,24,M,Married,Karnataka,Home,2023-04-18,6,25283
1193,68,F,Married,Delhi,Food,2023-04-18,3,19117
1194,25,F,Married,Karnataka,Food,2023-04-18,1,26052
1195,59,F,Single,Uttar Pradesh,Clothing,2023-04-18,5,27140
1196,69,M,Single,Delhi,Home,2023-04-18,6,18197
1197,32,M,Married,Karnataka,Food,2023-04-18,5,25053
1198,64,M,Married,Haryana,Electronics,2023-04-18,5,13041
1199,46,M,Married,Karnataka,Electronics,2023-04-18,8,17854
1200,50,F,Married,Maharashtra,Home,2023-04-18,1,37974
1201,69,M,Married,Karnataka,Electronics,2023-04-18,8,39857
1202,47,M,Single,Delhi,Clothing,2023-04-18,7,49557
1203,56,F,Single,Karnataka,Clothing,2023-04-19,1,32215
1204,44,M,Married,Haryana,Home,2023-04-19,9,42939
1205,53,M,Married,Uttar Pradesh,Food,2023-04-19,4,9862
1206,46,F,Single,Maharashtra,Food,2023-04-19,7,13671
1207,55,M,Single,Delhi,Food,2023-04-19,3,3685
1208,50,M,Single,Haryana,Food,2023-04-19,8,7764
1209,54,M,Married,Maharashtra,Home,2023-04-19,4,49009
1210,44,M,Single,Karnataka,Clothing,2023-04-19,2,26475
1211,50,F,Married,Maharashtra,Home,2023-04-19,2,16029
1212,21,M,Married,Uttar Pradesh,Home,2023-04-19,8,39718
1213,39,F,Single,Maharashtra,Electronics,2023-04-19,8,17082
1214,19,M,Single,Maharashtra,Clothing,2023-04-20,1,36516
1215,27,F,Single,Karnataka,Food,2023-04-20,6,1647
1216,22,F,Married,Karnataka,Clothing,2023-04-20,9,40018
1217,27,F,Single,Delhi,Electronics,2023-04-20,9,32529
1218,50,M,Single,Karnataka,Home,2023-04-20,2,5206
1219,55,M,Married,Maharashtra,Clothing,2023-04-20,8,30092
1220,30,M,Single,Uttar Pradesh,Electronics,2023-04-20,8,31074
1221,48,F,Single,Karnataka,Home,2023-04-20,4,4535
1222,64,M,Married,Delhi,Food,2023-04-20,4,49508
1223,53,M,Married,Delhi,Clothing,2023-04-20,5,27358
1224,62,M,Married,Maharashtra,Food,2023-04-20,7,10417
1225,41,M,Married,Karnataka,Food,2023-04-21,1,26393
1226,69,F,Married,Karnataka,Electronics,2023-04-21,9,29956
1227,32,F,Single,Delhi,Electronics,2023-04-21,3,32061
1228,46,M,Single,Karnataka,Home,2023-04-21,4,4468
1229,25,M,Married,Maharashtra,Food,2023-04-21,7,11781
1230,22,M,Single,Uttar Pradesh,Electronics,2023-04-21,5,38322
1231,46,F,Single,Maharashtra,Electronics,2023-04-21,5,46753
1232,64,M,Married,Karnataka,Food,2023-04-21,1,27504
1233,21,F,Married,Maharashtra,Home,2023-04-21,2,24171
1234,29,F,Married,Haryana,Food,2023-04-21,5,38131
1235,62,M,Single,Haryana,Home,2023-04-21,2,14931
1236,19,M,Married,Karnataka,Home,2023-04-22,1,45353
1237,44,M,Single,Karnataka,Electronics,2023-04-22,3,6674
1238,48,F,Single,Uttar Pradesh,Food,2023-04-22,1,19028
1239,68,F,Single,Maharashtra,Food,2023-04-22,8,26569
1240,68,M,Single,Uttar Pradesh,Electronics,2023-04-22,8,33972
1241,53,F,Married,Karnataka,Clothing,2023-04-22,8,10460
1242,53,M,Single,Karnataka,Clothing,2023-04-22,7,34337
1243,43,M,Married,Delhi,Food,2023-04-22,7,45334
1244,60,F,Single,Uttar Pradesh,Electronics,2023-04-22,2,27359
1245,44,F,Married,Karnataka,Home,2023-04-22,9,40996
1246,22,F,Married,Haryana,Home,2023-04-22,7,23364
1247,37,F,Married,Delhi,Food,2023-04-22,5,6928
1248,28,M,Single,Maharashtra,Electronics,2023-04-23,4,9460
1249,27,M,Single,Delhi,Food,2023-04-23,8,48298
1250,57,M,Single,Maharashtra,Food,2023-04-23,5,48142
1251,55,F,Married,Haryana,Electronics,2023-04-23,6,45183
1252,23,M,Single,Maharashtra,Food,2023-04-23,4,8951
1253,25,F,Single,Uttar Pradesh,Home,2023-04-23,2,23530
1254,40,F,Single,Maharashtra,Clothing,2023-04-23,7,40003
1255,64,F,Married,Maharashtra,Home,2023-04-23,2,48894
1256,43,M,Single,Delhi,Clothing,2023-04-23,7,26663
1257,63,F,Single,Haryana,Electronics,2023-04-23,7,32241
1258,60,F,Married,Maharashtra,Food,2023-04-23,1,25159
1259,29,F,Married,Uttar Pradesh,Clothing,2023-04-24,3,21389
1260,43,F,Married,Delhi,Electronics,2023-04-24,3,5775
1261,30,F,Married,Haryana,Electronics,2023-04-24,6,23355
1262,57,F,Married,Haryana,Electronics,2023-04-24,3,47541
1263,35,F,Married,Karnataka,Home,2023-04-24,9,43099
1264,42,F,Single,Uttar Pradesh,Home,2023-04-24,5,19277
1265,50,F,Single,Delhi,Clothing,2023-04-24,6,23124
1266,64,F,Married,Delhi,Clothing,2023-04-24,6,19114
1267,57,F,Single,Uttar Pradesh,Home,2023-04-24,8,44858
1268,60,F,Married,Haryana,Clothing,2023-04-24,3,20631
1269,29,M,Single,Maharashtra,Clothing,2023-04-24,9,1395
1270,61,M,Married,Uttar Pradesh,Food,2023-04-25,7,42120
1271,53,F,Married,Delhi,Clothing,2023-04-25,6,11541
1272,65,F,Single,Uttar Pradesh,Electronics,2023-04-25,1,11117
1273,21,F,Single,Haryana,Food,2023-04-25,4,1610
1274,22,M,Single,Karnataka,Clothing,2023-04-25,5,40091
1275,54,M,Single,Karnataka,Food,2023-04-25,2,9850
1276,25,M,Single,Maharashtra,Electronics,2023-04-25,1,2637
1277,59,F,Single,Maharashtra,Clothing,2023-04-25,2,31707
1278,66,F,Single,Haryana,Food,2023-04-25,8,13607
1279,45,F,Single,Maharashtra,Clothing,2023-04-25,6,2340
1280,48,F,Married,Karnataka,Food,2023-04-25,2,28740
1281,26,M,Single,Haryana,Food,2023-04-26,9,44370
1282,68,F,Single,Haryana,Electronics,2023-04-26,8,34010
1283,46,M,Married,Haryana,Electronics,2023-04-26,4,3660
1284,31,M,Married,Uttar Pradesh,Clothing,2023-04-26,7,37809
1285,57,F,Married,Maharashtra,Home,2023-04-26,3,40949
1286,58,M,Married,Delhi,Clothing,2023-04-26,6,23891
1287,39,M,Single,Karnataka,Food,2023-04-26,3,20689
1288,28,M,Single,Maharashtra,Electronics,2023-04-26,3,26116
1289,40,M,Married,Karnataka,Electronics,2023-04-26,9,14795
1290,18,F,Married,Maharashtra,Food,2023-04-26,6,41376
1291,63,F,Single,Delhi,Home,2023-04-26,8,43115
1292,54,M,Single,Karnataka,Electronics,2023-04-27,4,47536
1293,38,F,Single,Delhi,Home,2023-04-27,4,48289
1294,43,M,Single,Karnataka,Electronics,2023-04-27,8,18451
1295,63,F,Married,Uttar Pradesh,Food,2023-04-27,7,18694
1296,53,F,Single,Uttar Pradesh,Clothing,2023-04-27,5,41142
1297,40,F,Married,Karnataka,Clothing,2023-04-27,2,38391
1298,18,F,Married,Karnataka,Home,2023-04-27,6,44476
1299,68,F,Married,Delhi,Clothing,2023-04-27,1,15368
1300,57,M,Single,Haryana,Food,2023-04-27,7,26570
1301,32,F,Married,Karnataka,Clothing,2023-04-27,9,16097
1302,38,M,Single,Maharashtra,Home,2023-04-27,5,25680
1303,64,M,Married,Maharashtra,Food,2023-04-28,5,41937
1304,26,F,Single,Maharashtra,Food,2023-04-28,7,24164
1305,26,M,Married,Uttar Pradesh,Electronics,2023-04-28,5,39120
1306,27,F,Married,Delhi,Electronics,2023-04-28,4,37973
1307,69,M,Single,Uttar Pradesh,Clothing,2023-04-28,1,641
1308,43,M,Single,Maharashtra,Home,2023-04-28,6,48265
1309,58,F,Married,Karnataka,Food,2023-04-28,9,5155
1310,52,F,Married,Maharashtra,Clothing,2023-04-28,4,31427
1311,69,F,Single,Karnataka,Clothing,2023-04-28,4,44030
1312,42,F,Married,Delhi,Electronics,2023-04-28,5,29102
1313,43,M,Single,Haryana,Clothing,2023-04-28,6,38657
1314,28,F,Single,Karnataka,Clothing,2023-04-29,3,26285
1315,55,M,Married,Uttar Pradesh,Electronics,2023-04-29,9,34075
1316,19,M,Single,Maharashtra,Clothing,2023-04-29,1,7888
1317,24,M,Married,Maharashtra,Clothing,2023-04-29,6,27204
1318,35,M,Single,Maharashtra,Food,2023-04-29,6,37772
1319,44,M,Single,Karnataka,Clothing,2023-04-29,8,34241
1320,51,M,Married,Delhi,Electronics,2023-04-29,5,36206
1321,44,F,Single,Karnataka,Electronics,2023-04-29,9,31901
1322,34,M,Married,Uttar Pradesh,Food,2023-04-29,9,585
1323,60,M,Single,Maharashtra,Electronics,2023-04-29,2,24607
1324,61,M,Single,Karnataka,Electronics,2023-04-29,5,43256
1325,68,F,Single,Maharashtra,Electronics,2023-04-29,7,14939
1326,41,F,Single,Uttar Pradesh,Clothing,2023-04-30,2,25535
1327,42,M,Married,Haryana,Food,2023-04-30,7,15575
1328,24,F,Single,Haryana,Home,2023-04-30,9,30895
1329,69,M,Single,Haryana,Food,2023-04-30,8,19392
1330,23,F,Single,Maharashtra,Food,2023-04-30,9,16211
1331,41,M,Married,Karnataka,Food,2023-04-30,4,28964
1332,50,F,Married,Maharashtra,Home,2023-04-30,8,44720
1333,66,F,Married,Delhi,Home,2023-04-30,9,48472
1334,46,F,Married,Karnataka,Electronics,2023-04-30,2,22716
1335,60,M,Single,Uttar Pradesh,Clothing,2023-04-30,3,13942
1336,39,M,Single,Haryana,Electronics,2023-04-30,1,37534
1337,43,M,Single,Karnataka,Electronics,2023-05-01,1,42813
1338,45,F,Married,Karnataka,Home,2023-05-01,6,34459
1339,67,F,Married,Haryana,Electronics,2023-05-01,1,49635
1340,38,M,Single,Uttar Pradesh,Electronics,2023-05-01,5,26608
1341,66,F,Single,Maharashtra,Home,2023-05-01,6,26992
1342,24,M,Single,Maharashtra,Food,2023-05-01,9,16370
1343,34,M,Married,Karnataka,Food,2023-05-01,6,9939
1344,37,M,Single,Haryana,Home,2023-05-01,4,6421
1345,58,M,Single,Delhi,Clothing,2023-05-01,1,29708
1346,66,F,Married,Uttar Pradesh,Electronics,2023-05-01,6,20395
1347,37,F,Married,Maharashtra,Food,2023-05-01,7,29715
1348,39,F,Single,Uttar Pradesh,Home,2023-05-02,5,39009
1349,45,M,Married,Uttar Pradesh,Clothing,2023-05-02,6,32856
1350,57,F,Single,Uttar Pradesh,Electronics,2023-05-02,8,13961
1351,66,M,Single,Haryana,Home,2023-05-02,1,41292
1352,24,M,Single,Haryana,Home,2023-05-02,8,24756
1353,18,M,Single,Haryana,Home,2023-05-02,2,23383
1354,49,M,Married,Karnataka,Electronics,2023-05-02,2,49416
1355,30,M,Married,Haryana,Food,2023-05-02,8,46300
1356,47,M,Married,Karnataka,Electronics,2023-05-02,2,31171
1357,40,F,Single,Maharashtra,Electronics,2023-05-02,8,41427
1358,68,F,Single,Maharashtra,Food,2023-05-02,5,46575
1359,36,F,Single,Maharashtra,Home,2023-05-03,9,37896
1360,49,F,Married,Maharashtra,Clothing,2023-05-03,9,39784
1361,47,M,Married,Maharashtra,Clothing,2023-05-03,8,3983
1362,46,M,Single,Haryana,Food,2023-05-03,9,10630
1363,66,F,Married,Delhi,Food,2023-05-03,7,6657
1364,62,F,Married,Haryana,Home,2023-05-03,8,39626
1365,46,F,Married,Delhi,Clothing,2023-05-03,6,5639
1366,47,F,Married,Haryana,Clothing,2023-05-03,9,17811
1367,33,F,Single,Maharashtra,Home,2023-05-03,2,42971
1368,57,F,Married,Uttar Pradesh,Food,2023-05-03,3,39847
1369,36,F,Single,Delhi,Food,2023-05-03,2,14132
1370,35,F,Married,Uttar Pradesh,Home,2023-05-04,6,3538
1371,18,M,Single,Maharashtra,Food,2023-05-04,3,7719
1372,31,M,Single,Delhi,Electronics,2023-05-04,1,7000
1373,68,M,Married,Uttar Pradesh,Food,2023-05-04,4,18605
1374,64,M,Single,Haryana,Electronics,2023-05-04,5,29778
1375,67,F,Single,Maharashtra,Clothing,2023-05-04,4,28495
1376,19,M,Married,Haryana,Clothing,2023-05-04,6,3325
1377,45,F,Single,Haryana,Food,2023-05-04,3,23554
1378,66,M,Married,Maharashtra,Home,2023-05-04,6,44194
1379,67,F,Single,Delhi,Food,2023-05-04,1,41678
1380,47,F,Married,Karnataka,Home,2023-05-04,6,41981
1381,55,M,Married,Karnataka,Clothing,2023-05-05,8,17288
1382,68,M,Married,Maharashtra,Clothing,2023-05-05,8,13577
1383,21,F,Married,Karnataka,Clothing,2023-05-05,1,31513
1384,18,F,Married,Uttar Pradesh,Home,2023-05-05,7,6658
1385,25,F,Single,Delhi,Home,2023-05-05,4,21305
